time,cpu,mem
2026-01-09 19:50:00,2701.0,303844
2026-01-09 19:55:00,2276.0,298178
2026-01-09 20:00:00,1767.0,318195
2026-01-09 20:05:00,1788.0,297185
2026-01-09 20:10:00,1782.0,293354
2026-01-09 20:15:00,1727.0,307635
2026-01-09 20:20:00,1739.0,298783
2026-01-09 20:25:00,1720.0,304063
2026-01-09 20:30:00,2107.0,309054
2026-01-09 20:35:00,2186.0,302045
2026-01-09 20:40:00,1995.0,303590
2026-01-09 20:45:00,2028.0,294119
2026-01-09 20:50:00,2601.0,296611
2026-01-09 20:55:00,2072.0,297838
2026-01-09 21:00:00,2050.0,312949
2026-01-09 21:05:00,1996.0,293456
2026-01-09 21:10:00,2051.0,289365
2026-01-09 21:15:00,2015.0,299032
2026-01-09 21:20:00,1998.0,298667
2026-01-09 21:25:00,1993.0,297032
2026-01-09 21:30:00,2029.0,307170
2026-01-09 21:35:00,2005.0,299559
2026-01-09 21:40:00,2004.0,303204
2026-01-09 21:45:00,2082.0,313939
2026-01-09 21:50:00,1975.0,298370
2026-01-09 21:55:00,2003.0,298248
2026-01-09 22:00:00,1955.0,309944
2026-01-09 22:05:00,1958.0,301476
2026-01-09 22:10:00,1912.0,302052
2026-01-09 22:15:00,1996.0,303880
2026-01-09 22:20:00,1929.0,294993
2026-01-09 22:25:00,1922.0,296656
2026-01-09 22:30:00,1899.0,297451
2026-01-09 22:35:00,1959.0,275978
2026-01-09 22:40:00,2325.0,268154
2026-01-09 22:45:00,1853.0,266610
2026-01-09 22:50:00,1739.0,270368
2026-01-09 22:55:00,1713.0,271811
2026-01-09 23:00:00,1688.0,276533
2026-01-09 23:05:00,1779.0,276581
2026-01-09 23:10:00,1776.0,276618
2026-01-09 23:15:00,1729.0,280434
2026-01-09 23:20:00,1785.0,276673
2026-01-09 23:25:00,1784.0,277193
2026-01-09 23:30:00,1709.0,265790
2026-01-09 23:35:00,1677.0,256464
2026-01-09 23:40:00,1938.0,256381
2026-01-09 23:45:00,1731.0,256990
2026-01-09 23:50:00,1892.0,256611
2026-01-09 23:55:00,16779.0,258231
2026-01-10 00:00:00,1659.0,277734
2026-01-10 00:05:00,1955.0,290536
2026-01-10 00:10:00,2848.0,290958
2026-01-10 00:15:00,3334.0,263385
2026-01-10 00:20:00,31953.0,266001
2026-01-10 00:25:00,1563.0,291289
2026-01-10 00:30:00,17340.0,337385
2026-01-10 00:35:00,26429.0,347831
2026-01-10 00:40:00,21637.0,242667
2026-01-10 00:45:00,12795.0,332535
2026-01-10 00:50:00,18592.0,277329
2026-01-10 00:55:00,6898.0,392831
2026-01-10 01:00:00,36142.0,189053
2026-01-10 01:05:00,18476.0,409173
2026-01-10 01:10:00,9569.0,254219
2026-01-10 01:15:00,11721.0,329077
2026-01-10 01:20:00,12194.0,370673
2026-01-10 01:25:00,13788.0,233320
2026-01-10 01:30:00,11389.0,195844
2026-01-10 01:35:00,25481.0,240957
2026-01-10 01:40:00,34123.0,237657
2026-01-10 01:45:00,64160.0,192114
2026-01-10 01:50:00,26065.0,404553
2026-01-10 01:55:00,14466.0,404989
2026-01-10 02:00:00,38359.0,351458
2026-01-10 02:05:00,1629.0,415841
2026-01-10 02:10:00,13927.0,222151
2026-01-10 02:15:00,10348.0,348238
2026-01-10 02:20:00,12359.0,163380
2026-01-10 02:25:00,41450.0,248674
2026-01-10 02:30:00,13723.0,248689
2026-01-10 02:35:00,60551.0,201994
2026-01-10 02:40:00,1578.0,360264
2026-01-10 02:45:00,56231.0,189804
2026-01-10 02:50:00,42864.0,417597
2026-01-10 02:55:00,10951.0,168838
2026-01-10 03:00:00,6209.0,310457
2026-01-10 03:05:00,5946.0,343001
2026-01-10 03:10:00,5461.0,254613
2026-01-10 03:15:00,5421.0,201898
2026-01-10 03:20:00,5136.0,183025
2026-01-10 03:25:00,4972.0,179868
2026-01-10 03:30:00,4784.0,179595
2026-01-10 03:35:00,4925.0,178861
2026-01-10 03:40:00,5252.0,176591
2026-01-10 03:45:00,5017.0,176984
2026-01-10 03:50:00,5020.0,175565
2026-01-10 03:55:00,4602.0,175749
2026-01-10 04:00:00,4801.0,176706
2026-01-10 04:05:00,4956.0,177278
2026-01-10 04:10:00,4376.0,175876
2026-01-10 04:15:00,4185.0,176138
2026-01-10 04:20:00,4624.0,176125
2026-01-10 04:25:00,7684.0,175564
2026-01-10 04:30:00,5595.0,177266
2026-01-10 04:35:00,6370.0,177209
2026-01-10 04:40:00,5626.0,188634
2026-01-10 04:45:00,6185.0,177652
2026-01-10 04:50:00,6591.0,178026
2026-01-10 04:55:00,10998.0,179850
2026-01-10 05:00:00,7809.0,181894
2026-01-10 05:05:00,7464.0,188097
2026-01-10 05:10:00,8142.0,182293
2026-01-10 05:15:00,8162.0,182035
2026-01-10 05:20:00,7718.0,184231
2026-01-10 05:25:00,8480.0,187416
